STATE,,YEAR,MONTH,MIN_TEMP,MAX_TEMP,RAINFALL,CLOUD_COVER,WET_DAY_FREQ,DIURNAL_TEMP,FLOOD OCCURRENCE,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1995,SEPTEMBER,24.801,33.821,244.984,59.266,7.4916,9.001,YES,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1995,OCTOBER,21.569,32.828,6.648,38.843,1,11.26,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1995,NOVEMBER,15.488,29.858,18.757,29.427,1,14.338,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1995,DECEMBER,11.287,25.695,8.557,33.021,1.0147,14.359,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1996,JANUARY,9.589,23.062,24.274,24.208,1.8239,13.473,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1996,FEBRUARY,11.758,27.041,13.736,28.961,1.0238,15.253,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1996,MARCH,18.009,33.041,2.855,70.543,1,14.967,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1996,APRIL,21.174,37.108,10.826,15.87,1,15.929,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1996,MAY,25.289,38.825,26.489,40.059,1.8009,13.537,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1996,JUNE,25.542,36.674,56.7,57.866,4.0345,11.073,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1996,JULY,25.773,33.199,217.627,71.101,8.5086,7.425,YES,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1996,AUGUST,25.19,32.224,361.612,69.224,12.1069,7.033,YES,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1996,SEPTEMBER,25.46,33.801,173.508,56.901,6.4971,8.339,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1996,OCTOBER,21.274,32.586,133.809,44.548,3.7955,11.298,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1996,NOVEMBER,15.56,30.764,0,16.396,0,15.206,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1996,DECEMBER,10.495,25.457,0.063,31.254,0.0637,14.961,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1997,JANUARY,8.8,22.406,13.453,27.47,1.5418,13.606,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1997,FEBRUARY,10.293,25.562,3.724,26.963,1,15.247,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1997,MARCH,16.662,32.383,5.298,27.901,1,15.685,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1997,APRIL,21.871,37.801,21.958,27.146,1.1102,15.917,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1997,MAY,23.562,37.55,116.63,39.503,3.7083,13.989,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1997,JUNE,26.294,37.387,218.969,41.836,5.9166,11.012,YES,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1997,JULY,27.696,35.178,195.872,72.799,9.2359,7.481,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1997,AUGUST,25.673,33.105,313.808,62.128,11.6722,7.431,YES,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1997,SEPTEMBER,24.15,32.591,239.908,63.267,6.1353,8.44,YES,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1997,OCTOBER,19.809,30.753,50.037,38.536,2.132,10.922,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1997,NOVEMBER,14.952,29.281,14.476,21.452,1,14.332,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1997,DECEMBER,10.615,24.604,12.015,43.83,1.0276,13.988,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1998,JANUARY,8.874,23.13,0.72,29.567,0.6928,14.245,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1998,FEBRUARY,12.348,27.201,6.855,28.806,1.0015,14.838,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1998,MARCH,15.668,31.347,10.869,24.16,1.1167,15.679,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1998,APRIL,21.376,36.722,20.058,61.577,1.0308,15.346,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1998,MAY,25.157,39.249,128.84,40.961,3.5021,14.091,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1998,JUNE,27.378,38.413,53.387,48.241,2.7833,11.034,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1998,JULY,25.847,33.096,261.276,72.712,10.0398,7.248,YES,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1998,AUGUST,25.988,32.779,397.112,78.723,12.4106,6.791,YES,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1998,SEPTEMBER,25.522,33.494,173.546,60.215,6.5396,7.927,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1998,OCTOBER,23.419,34.365,41.617,39.087,2.0271,10.947,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1998,NOVEMBER,16.443,30.488,8.457,29.345,1,13.985,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1998,DECEMBER,12.26,26.202,0,34.356,0,13.945,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1999,JANUARY,10.012,23.956,26.565,26.248,2.0259,13.945,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1999,FEBRUARY,13.233,28.53,17.284,29.941,1,15.253,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1999,MARCH,17.341,33.789,1.82,30.629,1,16.447,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1999,APRIL,24.629,40.874,0.168,14.692,0.1673,16.244,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1999,MAY,25.168,39.352,66.793,45.042,2.6373,14.183,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1999,JUNE,25.881,36.954,109.445,54.021,5.2581,11.073,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1999,JULY,25.379,33.199,289.75,74.496,9.8105,7.819,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1999,AUGUST,25.532,32.612,267.095,75.481,10.5778,7.08,YES,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1999,SEPTEMBER,24.302,32.97,209.358,68.511,7.0116,8.624,YES,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1999,OCTOBER,21.99,33.303,44.949,50.043,2.1038,11.298,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1999,NOVEMBER,16.397,31.127,0.827,59.345,0.8272,14.724,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,1999,DECEMBER,12.256,25.292,1.708,30.794,0.9729,13.036,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2000,JANUARY,10.331,24.574,12.831,25.469,1.0046,14.245,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2000,FEBRUARY,12.119,26.178,13.816,31.301,1.1165,14.016,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2000,MARCH,16.465,32.081,8.98,21.712,1,15.617,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2000,APRIL,22.144,38.16,19.065,14.693,1,16.018,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2000,MAY,24.688,38.378,26.644,40.117,1.7585,13.666,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2000,JUNE,26.039,36.997,179.572,56.728,5.1551,10.959,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2000,JULY,26.239,33.63,178.885,71.473,9.7711,7.391,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2000,AUGUST,25.51,32.978,180.566,67.293,11.0936,7.469,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2000,SEPTEMBER,24.817,33.13,242.585,59.452,7.7695,8.312,YES,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2000,OCTOBER,22.397,33.531,0.683,34.763,0.6839,11.136,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2000,NOVEMBER,16.712,31.808,0,26.043,0,15.083,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2000,DECEMBER,11.041,25.752,1.119,28.073,0.8632,14.711,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2001,JANUARY,10.024,24.368,2.786,27.589,1.0047,14.344,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2001,FEBRUARY,12.601,27.6,2.957,28.369,1,14.999,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2001,MARCH,16.577,32.298,13.669,33.497,1.3594,15.683,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2001,APRIL,21.523,37.502,21.891,18.699,1.0184,15.979,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2001,MAY,25.252,39.199,36.348,41.795,2.645,13.887,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2001,JUNE,25.868,36.181,130.4,57.856,5.2822,10.313,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2001,JULY,25.855,33.452,328.467,77.784,9.9596,7.553,YES,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2001,AUGUST,25.905,33.375,283.257,67.414,11.2629,7.469,YES,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2001,SEPTEMBER,26.098,34.099,73.71,52.264,3.8366,7.978,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2001,OCTOBER,22.832,33.537,105.808,42.671,2.4773,10.703,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2001,NOVEMBER,16.717,32.18,0,20.903,0,15.451,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2001,DECEMBER,12.454,26.385,1.52,33.665,0.9427,13.904,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2002,JANUARY,9.378,23.621,13.736,28.111,1.6307,14.245,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2002,FEBRUARY,12.324,27.637,12.511,30.738,1.1358,15.247,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2002,MARCH,17.365,33.704,7.926,25.373,1,16.338,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2002,APRIL,21.562,37.595,16.769,25.03,1.0003,16.018,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2002,MAY,25.573,39.755,26.087,42.319,1.6761,14.183,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2002,JUNE,26.883,37.954,61.707,50.967,3.4121,11.073,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2002,JULY,27.146,34.965,235.2,67.208,8.5042,7.819,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2002,AUGUST,25.5,32.969,303.208,73.768,11.0239,7.469,YES,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2002,SEPTEMBER,24.139,32.998,217.054,60.743,8.2476,8.792,YES,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2002,OCTOBER,21.209,32.521,140.203,34.938,3.0813,11.298,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2002,NOVEMBER,15.493,30.027,8.718,18.202,1,14.534,NO,,,,,,,,,,,
BIHAR,EAST CHAMPARAN,2002,DECEMBER,10.649,25.009,1.322,36.981,0.9235,14.359,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1992,JANUARY,8.164,22.31,16.017,26.646,1.2491,14.144,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1992,FEBRUARY,9.638,24.519,4.536,28.132,0.9999,14.881,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1992,MARCH,17.705,33.96,1.578,30.928,0.9999,16.209,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1992,APRIL,22.198,38.029,6.855,24.8,0.9999,15.784,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1992,MAY,23.529,37.394,31.048,37.701,2.2072,13.866,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1992,JUNE,25.988,36.774,25.322,58.429,2.867,10.786,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1992,JULY,26.305,33.758,246.731,73.43,9.9012,7.452,YES,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1992,AUGUST,25.66,32.666,177.087,69.662,9.242,7.007,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1992,SEPTEMBER,25.402,33.551,126.807,58.716,6.6227,8.15,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1992,OCTOBER,22.143,32.905,62.518,36.911,3.0973,10.697,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1992,NOVEMBER,15.188,29.359,3.148,25.718,0.9999,14.156,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1992,DECEMBER,10.232,24.604,0,28.905,0,14.372,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1993,JANUARY,10.166,24.31,11.191,26.646,1.0248,14.144,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1993,FEBRUARY,13.385,28.267,0.36,28.132,0.358,14.881,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1993,MARCH,15.367,31.574,7.721,30.928,1.1086,16.209,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1993,APRIL,20.708,36.539,10.581,24.8,0.9999,15.784,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1993,MAY,24.925,38.79,51.836,37.713,2.5799,13.866,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1993,JUNE,26.443,37.274,59.736,58.429,3.3345,10.786,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1993,JULY,26.798,34.249,86.875,73.43,6.6811,7.452,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1993,AUGUST,25.45,32.457,224.241,69.662,9.4643,7.007,YES,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1993,SEPTEMBER,24.911,33.065,289.185,58.716,9.4992,8.15,YES,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1993,OCTOBER,22.076,32.837,53.858,36.787,1.8818,10.697,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1993,NOVEMBER,15.254,29.472,0.407,25.718,0.3353,14.156,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1993,DECEMBER,11.11,25.496,0,28.941,0,14.372,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1994,JANUARY,10.361,24.522,60.602,26.646,2.6318,14.144,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1994,FEBRUARY,11.021,25.901,18.248,28.132,1.3993,14.881,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1994,MARCH,17.686,33.94,18.999,30.928,1.0712,16.209,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1994,APRIL,21.114,36.946,17.987,24.8,1.0542,15.784,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1994,MAY,25.143,39.008,23,37.713,1.7058,13.866,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1994,JUNE,26.858,37.644,34.181,58.429,3.0954,10.786,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1994,JULY,26.163,33.615,236.846,73.43,10.1661,7.452,YES,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1994,AUGUST,25.677,32.683,276.71,69.662,11.2639,7.007,YES,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1994,SEPTEMBER,25.507,33.658,87.954,58.716,4.9362,8.15,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1994,OCTOBER,21.553,32.314,78.789,36.787,2.3756,10.697,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1994,NOVEMBER,15.223,29.381,0.858,25.718,0.7125,14.156,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1994,DECEMBER,10.153,24.526,0,28.941,0,14.372,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1995,JANUARY,7.775,21.919,17.206,26.646,1.6581,14.144,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1995,FEBRUARY,13.378,28.257,18.952,28.132,1.2937,14.881,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1995,MARCH,16.576,32.486,11.373,30.928,1.1233,15.909,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1995,APRIL,21.602,37.487,6.566,24.8,0.9999,15.837,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1995,MAY,25.962,39.828,34.424,37.713,1.9408,13.866,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1995,JUNE,27.237,38.021,34.179,58.429,3.05,10.786,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1995,JULY,26.044,33.384,193.505,73.43,8.6987,7.315,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1995,AUGUST,25.677,32.284,345.078,69.662,11.8621,6.606,YES,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1995,SEPTEMBER,25.264,33.518,220.355,58.716,7.7097,8.23,YES,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1995,OCTOBER,21.923,32.519,9.522,37.946,0.9999,10.597,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1995,NOVEMBER,15.711,29.623,22.283,27.243,0.9999,13.912,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1995,DECEMBER,11.371,25.756,2.541,30.883,0.9515,14.372,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1996,JANUARY,9.841,23.231,24.394,21.768,1.5068,13.39,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1996,FEBRUARY,11.854,26.735,12.043,27.129,1.0047,14.881,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1996,MARCH,18.257,33.079,2.198,70.316,0.9999,14.773,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1996,APRIL,20.993,36.695,6.786,15.311,0.9999,15.685,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1996,MAY,25.733,38.897,22.515,37.254,1.6158,13.166,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1996,JUNE,25.623,36.455,31.772,58.004,3.193,10.786,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1996,JULY,26.058,33.098,186.178,70.421,9.0069,7.04,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1996,AUGUST,24.997,31.603,329.575,67.273,11.5619,6.606,YES,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1996,SEPTEMBER,25.942,33.592,163.413,55.991,6.8716,7.651,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1996,OCTOBER,21.776,32.519,148.73,43.039,4.3998,10.697,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1996,NOVEMBER,15.662,30.59,0,14.082,0,14.928,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1996,DECEMBER,11.016,25.933,0.001,29.618,0.0011,14.916,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1997,JANUARY,8.835,22.322,13.92,24.03,1.3496,13.461,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1997,FEBRUARY,10.564,25.444,7.087,24.511,0.9999,14.881,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1997,MARCH,16.878,32.366,3.725,25.434,0.9999,15.488,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1997,APRIL,21.714,37.405,10.318,26.846,1.0317,15.673,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1997,MAY,24.051,37.705,104.779,36.054,3.6591,13.637,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1997,JUNE,27.026,37.845,152.884,42.377,4.9562,10.756,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1997,JULY,27.73,34.793,190.48,73.993,9.6864,7.052,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1997,AUGUST,26.017,32.949,327.061,60.986,11.394,6.931,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1997,SEPTEMBER,24.565,32.316,165.945,62.698,6.287,7.753,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1997,OCTOBER,20.661,31.062,49.707,38.213,2.284,10.401,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1997,NOVEMBER,15.476,29.393,22.83,18.82,0.9999,13.915,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1997,DECEMBER,10.817,24.737,8.627,41.525,1.1099,13.92,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1998,JANUARY,9.444,23.605,0.1,26.711,0.1003,14.144,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1998,FEBRUARY,12.641,26.992,9.794,27.286,1.018,14.288,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1998,MARCH,15.479,30.889,7.055,23.108,1.0358,15.373,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1998,APRIL,21.257,36.329,12.56,61.192,1.0199,15.074,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1998,MAY,25.201,38.727,109.804,37.958,3.4664,13.509,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1998,JUNE,28.063,38.77,42.741,48.697,2.6544,10.71,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1998,JULY,26.093,32.923,221.468,72.653,9.9132,6.827,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1998,AUGUST,26.486,32.692,338.015,76.226,11.1232,6.207,YES,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1998,SEPTEMBER,25.989,33.216,163.955,58.864,7.1017,7.228,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1998,OCTOBER,24.037,34.303,73.022,38.308,2.7622,10.244,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1998,NOVEMBER,16.6,30.147,17.373,28.017,0.9999,13.499,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1998,DECEMBER,11.956,25.893,0,32.016,0,13.938,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1999,JANUARY,10.033,23.856,24.068,23.899,1.5917,13.821,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1999,FEBRUARY,13.299,28.151,11.3,27.632,0.9999,14.852,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1999,MARCH,17.077,33.497,1.65,29.555,0.9999,16.42,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1999,APRIL,24.355,40.424,0.143,14.337,0.1426,16.069,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1999,MAY,25.506,39.373,57.796,42.608,2.5525,13.866,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1999,JUNE,26.224,37.008,102.168,55.201,4.7247,10.786,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1999,JULY,25.621,33.087,282.137,75.24,10.2237,7.452,YES,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1999,AUGUST,25.946,32.44,259.077,75.402,10.3556,6.495,YES,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1999,SEPTEMBER,25.02,32.645,178.776,68.048,7.1386,7.624,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1999,OCTOBER,22.489,33.25,41.979,48.875,2.2485,10.697,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1999,NOVEMBER,16.376,30.769,1.246,58.089,0.9831,14.369,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,1999,DECEMBER,12.124,25.041,0.71,28.942,0.7073,12.916,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2000,JANUARY,10.423,24.471,12.418,21.427,0.9999,14.048,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2000,FEBRUARY,12.54,25.919,13.657,30.862,1.1903,13.381,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2000,MARCH,16.612,31.961,8.005,20.38,0.9999,15.349,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2000,APRIL,22.408,38.192,14.576,12.832,0.9999,15.784,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2000,MAY,25.052,38.33,18.525,37.043,1.7125,13.254,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2000,JUNE,26.385,36.858,138.629,56.596,4.8438,10.474,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2000,JULY,26.833,33.773,153.111,71.699,9.8578,6.917,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2000,AUGUST,25.88,32.886,149.184,64.956,10.3834,7.007,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2000,SEPTEMBER,25.136,32.687,234.338,59.042,8.4456,7.552,YES,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2000,OCTOBER,22.888,33.485,0.72,33.489,0.7193,10.597,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2000,NOVEMBER,16.824,31.587,0,23.852,0,14.764,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2000,DECEMBER,10.857,25.629,0.717,27.163,0.7149,14.773,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2001,JANUARY,10.087,24.36,2.064,24.18,0.9999,14.273,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2001,FEBRUARY,12.824,27.506,2.72,26.882,0.9999,14.681,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2001,MARCH,16.575,32.223,14.619,31.952,1.4224,15.601,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2001,APRIL,21.961,37.619,14.528,17.435,1.0002,15.656,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2001,MAY,25.669,39.242,25.783,38.651,2.4222,13.508,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2001,JUNE,26.062,35.895,59.335,58.736,4.6924,9.832,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2001,JULY,26.099,33.125,283.33,77.696,10.1928,7.024,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2001,AUGUST,26.257,33.265,279.346,66.567,10.6167,7.007,YES,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2001,SEPTEMBER,26.419,33.8,65.311,51.991,4.2278,7.379,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2001,OCTOBER,23.511,33.572,101.728,40.608,3.0081,10.062,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2001,NOVEMBER,16.828,31.952,0,18.983,0,15.123,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2001,DECEMBER,12.373,26.309,0.835,33.863,0.8306,13.937,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2002,JANUARY,9.433,23.593,14.618,24.497,1.3807,14.144,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2002,FEBRUARY,12.764,27.644,10.852,28.76,1.2282,14.881,NO,,,,,,,,,,,
BIHAR,WEST CHAMPARAN,2002,MARCH,17.457,33.666,5.744,24.465,0.9999,16.209,NO,,,,,,,,,,,
